Mode,Crash In Disadvantaged Community,MasterFile,CollisionDate,CollisionTime,CollisionDayWeekCode,RoadwayName_HouseBusinessNumber_,RoadwayName_RoadwayName_,RoadwayName_Direction_,RoadwayName_RoadwaySuffix_,RoadwayfromReport,CurrentRoadwayNumber,RSEUniqueGIS,RoadwayIdentifier,ParkingLotIndicator,Latitude,Longitude,MannerofCollisionCode,YR,KABCO,KTC_RT,KTC_MP,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Intersection,Roadway Departure,Median Cross-over,In City Limits?
Motor Vehicle,Non DAC,72715706,20220101,1309,6,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72783,-85.88504,5,2022,O,047-KY-3005  -000,6.492,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72715836,20211222,1055,3,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72829,-85.884,8,2021,O,047-KY-3005  -000,6.549,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72715837,20211222,1135,3,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683-20 ,CS1683                                         ,N,37.7409,-85.89069,5,2021,O,047-CS-1683  -020,0.021,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72716010,20211220,1030,1,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.70882,-85.87398,8,2021,O,047-US-0031W -000,18.03,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72716011,20211220,1751,1,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72929,-85.88084,1,2021,O,047-KY-3005  -000,6.736,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72716038,20220102,1741,0,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683    ,CS1683                                         ,N,37.73042,-85.8941,1,2022,C,047-CS-1683  -000,0.382,0,0,1,0,0,0,1,1,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72716077,20220101,1946,6,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.72798,-85.885,8,2022,O,047-KY-3005  -000,6.498,0,0,1,1,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72716481,20220103,1100,1,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73233,-85.88599,8,2022,O,047-US-0031W -000,19.785,0,0,1,1,0,0,0,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72716507,20220104,1052,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72855,-85.88346,5,2022,O,047-KY-3005  -000,6.584,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72716967,20220101,1328,6,NULL,CRUTCHER                                ,E ,ST   ,NULL,NULL,047 CS-1004    ,CS1004                                         ,N,37.69428,-85.85289,9,2022,O,047-CS-1004  -000,0.058,0,0,0,0,0,0,0,0,1,0,0,1,0,Y
Motor Vehicle,Non DAC,72717069,20220105,1623,3,NULL,US31W BYP S RAMP                        ,NULL,NULL,US0031WB,US0031WB,NULL,NULL,N,37.71173,-85.88859,5,2022,O,047-US-0031WB-332,0.021,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72717126,20220105,1503,3,NULL,PEAR ORCHARD                            ,NW,RD   ,NULL,NULL,047 CS-1297    ,CS1297                                         ,N,37.74135,-85.89037,5,2022,O,047-CS-1297  -000,1.028,0,0,0,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72717127,20220105,1540,3,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683    ,CS1683                                         ,N,37.73044,-85.89408,4,2022,C,047-CS-1683  -000,0.383,0,0,0,1,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72717353,20220105,1823,3,NULL,FRENCH                                  ,W ,ST   ,NULL,NULL,047 CS-1418    ,CS1418                                         ,N,37.70341,-85.84478,9,2022,O,047-CS-1418  -000,0.121,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72717902,20220106,1038,4,NULL,WOODLAND                                ,NULL,DR   ,NULL,NULL,047 CS-1193    ,CS1193                                         ,N,37.72731,-85.88574,5,2022,O,047-CS-1193  -000,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72717903,20220106,1156,4,NULL,LINCOLN                                 ,NULL,PKWY ,KY0061  ,KY0061  ,047 KY-61      ,KY0061                                         ,N,37.66543,-85.83986,1,2022,O,047-KY-0061  -000,4.805,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72717910,20220106,950,4,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73212,-85.84406,5,2022,O,047-KY-3005  -000,8.846,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72717915,20211230,1348,4,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72929,-85.88074,1,2021,O,047-KY-3005  -000,6.732,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72717966,20220106,1059,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.7389,-85.88964,8,2022,O,047-US-0031W -000,20.284,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72717967,20220106,1155,4,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB-10 ,US0031WB                                       ,N,37.70031,-85.88211,5,2022,O,047-US-0031WB-000,2.179,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72718216,20220102,1723,0,NULL,DIXIE                                   ,W ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.69703,-85.86416,5,2022,O,047-US-0031W -000,17.047,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72718217,20220102,1850,0,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.71726,-85.9033,1,2022,O,047-KY-3005  -000,5.247,0,0,1,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72718253,20220106,1047,4,NULL,PEAR ORCHARD                            ,NW,RD   ,NULL,NULL,047 CS-1297    ,CS1297                                         ,N,37.74876,-85.8755,1,2022,O,047-CS-1297  -000,0.114,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72718358,20220106,1111,4,NULL,BLACK BRANCH                            ,N ,RD   ,NULL,NULL,047 CS-1551    ,CS1551                                         ,N,37.6793,-85.91461,5,2022,O,047-CS-1551  -000,0.682,0,0,0,1,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72718359,20220106,1006,4,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.71721,-85.90356,1,2022,O,047-KY-3005  -000,5.228,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72718792,20220106,1558,4,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.71711,-85.90359,1,2022,O,047-KY-3005  -000,5.265,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72718943,20220109,1500,0,620,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62      ,US0062                                         ,N,37.70134,-85.85206,2,2022,O,047-US-0062  -000,18.625,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72718992,20220105,1336,3,NULL,DIXIE                                   ,E ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.68335,-85.85042,1,2022,K,047-US-0031W -000,15.764,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72718993,20220106,1051,4,NULL,ST JOHN                                 ,NULL,RD   ,KY1357  ,KY1357  ,047 KY-1357    ,KY1357                                         ,N,37.69579,-85.91058,1,2022,O,047-KY-1357  -000,14.605,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72719080,20220110,843,1,NULL,COLLEGE                                 ,NULL,ST   ,NULL,NULL,047 CS-1730    ,CS1730                                         ,N,37.69236,-85.86355,1,2022,O,047-CS-1730  -000,0.48,0,0,0,1,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72719342,20220110,1704,1,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB-10 ,US0031WB                                       ,N,37.69298,-85.87367,5,2022,O,047-US-0031WB-000,1.482,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72719479,20220105,1208,3,NULL,PATRIOT                                 ,NULL,PKWY ,KY0361  ,KY0361  ,047 KY-361-10  ,KY0361                                         ,N,37.71733,-85.9036,5,2022,C,047-KY-0361  -000,1.834,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72719744,20220111,734,2,NULL,MULBERRY                                ,S ,ST   ,US0062  ,US0062  ,NULL,NULL,N,37.68738,-85.8693,5,2022,O,047-US-0062  -000,17.256,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72719745,20220111,1737,2,NULL,LEITCHFIELD                             ,NULL,RD   ,US0062  ,US0062  ,NULL,NULL,N,37.66863,-85.91983,5,2022,C,047-US-0062  -000,14.077,0,0,0,0,0,0,0,0,0,0,0,0,0,N
Motor Vehicle,DAC,72719846,20220111,1502,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73239,-85.84716,8,2022,O,047-KY-3005  -000,8.675,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72719848,20220111,1658,2,NULL,CENTRAL                                 ,NULL,AVE  ,NULL,NULL,047 CS-1072    ,CS1072                                         ,N,37.69564,-85.85308,7,2022,O,047-CS-1072  -000,0.308,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72720356,20220113,1931,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.71812,-85.87894,8,2022,O,047-US-0031W -000,18.733,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72720536,20220106,1126,4,NULL,NULL,NULL,NULL,I 0065  ,I 0065  ,NULL,NULL,N,37.71421,-85.82783,5,2022,O,047-I -0065  -511,0.284,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72720537,20220106,1056,4,NULL,BUFFALO CREEK                           ,NULL,DR   ,NULL,NULL,047 CS-1431    ,CS1431                                         ,N,37.71261,-85.83199,7,2022,O,047-CS-1431  -000,0.008,0,0,0,0,0,0,0,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72721705,20220112,1230,3,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72866,-85.88291,8,2022,O,047-KY-3005  -000,6.615,0,0,0,0,0,0,1,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72722286,20220119,950,3,NULL,TOWNE                                   ,NULL,DR   ,NULL,NULL,047 CS-1448    ,CS1448                                         ,N,37.73399,-85.88734,1,2022,O,047-CS-1448  -000,0.027,0,0,0,1,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72722367,20220119,1541,3,NULL,PATRIOT                                 ,NULL,PKWY ,KY0361  ,KY0361  ,047 KY-361     ,KY0361                                         ,N,37.71723,-85.90315,5,2022,O,047-KY-0361  -000,1.811,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72722650,20220119,1512,3,NULL,WOODLAND                                ,NULL,DR   ,NULL,NULL,047 CS-1193    ,CS1193                                         ,N,37.71695,-85.88199,1,2022,O,047-CS-1193  -000,0.763,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72722651,20220119,1711,3,NULL,MANTLE                                  ,N ,AVE  ,NULL,NULL,047 CS-1025    ,CS1025                                         ,N,37.70793,-85.85913,2,2022,O,047-CS-1025  -000,0.674,0,0,0,1,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72722694,20220120,215,4,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.72695,-85.88864,8,2022,O,047-KY-3005  -000,6.293,0,0,1,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72722899,20220121,854,5,NULL,US31W BYP N TURN LANE FROM  COLLEGE ST W,NULL,NULL,US0031WB,US0031WB,047 US-31WB-27 ,US0031WB                                       ,N,37.6923,-85.87196,8,2022,O,047-US-0031WB-027,0.02,0,0,0,0,0,0,1,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72723260,20220122,1405,6,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.7302,-85.8773,1,2022,O,047-KY-3005  -000,6.943,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72723428,20220119,1317,3,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.72803,-85.88387,5,2022,O,047-US-0031W -000,19.459,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72723724,20220124,1400,1,415,JEY                                     ,NULL,DR   ,NULL,NULL,047 CS-1717    ,CS1717                                         ,N,37.67851,-85.86862,1,2022,O,047-CS-1717  -000,0.109,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72724190,20220121,1820,5,NULL,DIXIE                                   ,E ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.67351,-85.84579,1,2022,O,047-US-0031W -000,15.049,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72724193,20220125,1535,2,NULL,VETERANS                                ,NULL,WAY  ,NULL,NULL,047 CS-1683    ,CS1683                                         ,N,37.73098,-85.89428,1,2022,C,047-CS-1683  -000,0.422,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72724213,20220121,2124,5,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.73152,-85.88584,8,2022,O,047-US-0031W -000,19.73,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72724272,20220124,759,1,NULL,BUFFALO CREEK                           ,NULL,DR   ,NULL,NULL,047 CS-1431    ,CS1431                                         ,N,37.71366,-85.83279,5,2022,O,047-CS-1431  -000,0.102,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72724273,20220124,640,1,NULL,ALTEC                                   ,NULL,DR   ,NULL,NULL,047 CS-1008    ,CS1008                                         ,N,37.66847,-85.9255,5,2022,O,047-CS-1008  -000,0.178,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72724589,20220126,744,3,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB    ,US0031WB                                       ,N,37.69168,-85.87124,5,2022,O,047-US-0031WB-000,1.33,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72724613,20220127,1021,4,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73369,-85.86262,1,2022,O,047-KY-3005  -000,7.797,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72724971,20220128,1217,5,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,NULL,NULL,N,37.70994,-85.87507,1,2022,O,047-US-0031W -000,18.127,0,0,0,0,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72725242,20220128,1528,5,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73125,-85.88546,5,2022,O,047-US-0031W -000,19.704,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72725391,20220129,1001,6,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,NULL,NULL,N,37.71432,-85.82811,5,2022,O,047-US-0062  -000,20.193,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72725497,20220129,1336,6,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73008,-85.87795,1,2022,O,047-KY-3005  -000,6.907,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72725520,20220117,705,1,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73355,-85.85544,1,2022,O,047-KY-3005  -000,8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72725521,20220124,1443,1,NULL,ST JOHN                                 ,NULL,RD   ,KY1357  ,KY1357  ,047 KY-1357    ,KY1357                                         ,N,37.70044,-85.88145,5,2022,O,047-KY-1357  -000,16.352,0,0,0,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72725643,20220128,1515,5,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB    ,US0031WB                                       ,N,37.69952,-85.88147,5,2022,O,047-US-0031WB-000,2.117,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72725646,20220129,1511,6,NULL,MILES                                   ,N ,ST   ,KY0251  ,KY0251  ,047 KY-251     ,KY0251                                         ,N,37.71162,-85.85291,1,2022,O,047-KY-0251  -000,1.189,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72726113,20220131,1033,1,NULL,MILES                                   ,N ,ST   ,KY0251  ,KY0251  ,047 KY-251     ,KY0251                                         ,N,37.69707,-85.86192,1,2022,O,047-KY-0251  -000,0.092,0,0,1,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72726766,20220201,1215,2,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.72659,-85.88316,8,2022,B,047-US-0031W -000,19.354,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,Non DAC,72727325,20220202,1938,3,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,NULL,NULL,N,37.73922,-85.89404,1,2022,O,047-CS-1683  -000,1.059,0,0,1,0,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72727391,20220202,1843,3,NULL,ST JOHN                                 ,NULL,RD   ,KY1357  ,KY1357  ,047 KY-1357    ,KY1357                                         ,N,37.70022,-85.88181,1,2022,O,047-KY-1357  -000,16.329,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72727420,20220201,1922,2,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62      ,US0062                                         ,N,37.69938,-85.85443,5,2022,O,047-US-0062  -000,18.435,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72727933,20220205,430,6,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.72725,-85.88374,5,2022,O,047-US-0031W -000,19.405,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72728222,20220206,1901,0,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62-10   ,US0062                                         ,N,37.71237,-85.8324,5,2022,O,047-US-0062  -000,19.945,0,0,1,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72728224,20220111,2202,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005-10 ,KY3005                                         ,N,37.69613,-85.91046,5,2022,O,047-KY-3005  -000,3.681,0,0,1,1,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72728225,20220120,2006,4,NULL,PUBLIC                                  ,NULL,SQ   ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.69313,-85.85776,7,2022,O,047-US-0031W -000,16.609,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72728257,20220202,642,3,NULL,CARDIN                                  ,NULL,ST   ,NULL,NULL,047 CS-1112-31 ,CS1112                                         ,N,37.69129,-85.86222,8,2022,O,047-CS-1112  -031,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72728375,20220207,1122,1,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.71014,-85.87519,1,2022,O,047-US-0031W -000,18.142,0,0,0,1,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72728412,20220207,1021,1,NULL,MULBERRY                                ,S ,ST   ,US0062  ,US0062  ,047 US-62-10   ,US0062                                         ,N,37.68926,-85.86575,1,2022,B,047-US-0062  -000,17.489,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72728695,20220208,927,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.73227,-85.85053,5,2022,O,047-KY-3005  -000,8.49,0,0,1,1,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72728696,20220208,845,2,NULL,COMMERCE                                ,NULL,DR   ,NULL,NULL,047 CS-1108    ,CS1108                                         ,N,37.71037,-85.83311,1,2022,O,047-CS-1108  -000,0.088,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72728795,20220208,1410,2,NULL,31W                                     ,NULL,BYP  ,US0031WB,US0031WB,047 US-31WB-10 ,US0031WB                                       ,N,37.69955,-85.8817,1,2022,O,047-US-0031WB-000,2.123,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72729307,20220208,1741,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.72926,-85.88099,1,2022,O,047-KY-3005  -000,6.729,0,0,0,1,0,0,0,1,0,0,0,0,0,Y
Motor Vehicle,DAC,72729449,20220210,1040,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73124,-85.88546,1,2022,O,047-US-0031W -000,19.704,0,0,0,0,0,0,1,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72729758,20220210,1921,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.72197,-85.88118,5,2022,O,047-US-0031W -000,19.021,0,0,1,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72729891,20220211,850,5,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.72829,-85.88425,8,2022,O,047-US-0031W -000,19.47,0,0,0,1,0,0,0,0,0,0,1,0,0,Y
Motor Vehicle,DAC,72730225,20220211,858,5,NULL,ST JOHN                                 ,NULL,RD   ,KY1357  ,KY1357  ,NULL,NULL,N,37.70423,-85.87122,1,2022,C,047-KY-1357  -000,16.98,0,0,0,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,Non DAC,72730314,20220211,1614,5,NULL,PATRIOT                                 ,NULL,PKWY ,KY0361  ,KY0361  ,047 KY-361     ,KY0361                                         ,N,37.72554,-85.91446,5,2022,O,047-KY-0361  -000,2.656,0,0,1,0,0,0,0,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72730418,20220206,1448,0,NULL,ST JOHN                                 ,NULL,RD   ,KY1357  ,KY1357  ,047 KY-1357    ,KY1357                                         ,N,37.70074,-85.88064,1,2022,O,047-KY-1357  -000,16.401,0,0,0,0,0,0,1,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72730443,20220210,1047,4,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73096,-85.88526,8,2022,O,047-US-0031W -000,19.681,0,0,1,1,0,0,0,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72730487,20220213,856,0,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73257,-85.88612,5,2022,O,047-US-0031W -000,19.803,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72730488,20220213,1024,0,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,NULL,NULL,N,37.72797,-85.88498,8,2022,O,047-KY-3005  -000,6.499,0,0,0,0,0,0,0,1,0,0,0,1,0,Y
Motor Vehicle,DAC,72730558,20220212,1636,6,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.73384,-85.88671,1,2022,O,047-US-0031W -000,19.885,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72730611,20220212,1622,6,NULL,DIXIE                                   ,N ,AVE  ,US0031W ,US0031W ,047 US-31W-10  ,US0031W                                        ,N,37.73126,-85.88573,8,2022,O,047-US-0031W -000,19.71,0,0,0,0,0,0,1,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72730776,20220214,1059,1,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62-10   ,US0062                                         ,N,37.70948,-85.83825,5,2022,O,047-US-0062  -000,19.536,0,0,0,0,0,0,1,0,0,0,0,0,0,Y
Motor Vehicle,DAC,72731180,20220214,1334,1,NULL,BEECH                                   ,NULL,ST   ,NULL,NULL,047 CS-1030    ,CS1030                                         ,N,37.69894,-85.85345,9,2022,O,047-CS-1030  -000,0.013,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
Motor Vehicle,DAC,72731181,20220214,1445,1,NULL,MULBERRY                                ,N ,ST   ,US0062  ,US0062  ,047 US-62      ,US0062                                         ,N,37.69476,-85.8586,5,2022,O,047-US-0062  -000,18.041,0,0,0,0,0,0,1,1,0,0,0,0,0,Y
Motor Vehicle,Non DAC,72731336,20220215,2110,2,NULL,RING                                    ,NULL,RD   ,KY3005  ,KY3005  ,047 KY-3005    ,KY3005                                         ,N,37.71723,-85.90338,1,2022,O,047-KY-3005  -000,5.252,0,0,1,0,0,0,0,1,0,0,1,0,0,Y
Motor Vehicle,DAC,72731473,20220216,1126,3,NULL,DIXIE                                   ,E ,AVE  ,US0031W ,US0031W ,047 US-31W     ,US0031W                                        ,N,37.6735,-85.8458,1,2022,O,047-US-0031W -000,15.048,0,0,0,1,0,0,0,1,0,0,1,0,0,Y
